,,,trial,trial,trial,trial,trial,trial,trial,trial,baseline_improvement,baseline_improvement,baseline_improvement,baseline_improvement,baseline_improvement,baseline_improvement,baseline_improvement,baseline_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,baseline_log10_improvement,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_instant_time,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute,speedup_infinite_compute
,,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
n_experiments,setting,taste_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,budget_10,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,4.93153852613354e+171,inf,5.0732694756353136e+162,2.465769265603405e+171,4.93153852613354e+171,7.397307786663676e+171,9.863077047193812e+171,2.0,167.34965017847588,6.568120078606501,162.7052879312457,165.02746905486077,167.34965017847588,169.67183130209096,171.99401242570605,2.0,7.313773070518919,0.6503646183355066,6.8538958386500815,7.0838344545845,7.313773070518919,7.543711686453338,7.773650302387757,2.0,6.922815944890781,0.43999815976009576,6.611690262414815,6.767253103652798,6.922815944890781,7.078378786128763,7.233941627366746
50000,corr_all_0.7,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,130819.74183762555,146038.6745767192,27554.804728931944,79187.27328327874,130819.74183762555,182452.21039197236,234084.67894631915,2.0,4.904785163671527,0.6570264044272821,4.440197337682381,4.672491250676954,4.904785163671527,5.137079076666101,5.369372989660674,2.0,2.7150303084469396,1.2326388874043106,1.8434229924091103,2.2792266504280247,2.7150303084469396,3.1508339664658545,3.586637624484769,2.0,3.0354956997262237,0.689003365134389,2.548296747979346,2.7918962238527847,3.0354956997262237,3.2790951755996622,3.522694651473101
50000,corr_all_0.7,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,482396260.8534894,643409367.3310338,27437134.13476906,254916697.4941292,482396260.8534894,709875824.2128496,937355387.5722097,2.0,8.20512151317199,1.0843945880927661,7.4383387464496025,7.821730129810796,8.20512151317199,8.588512896533185,8.971904279894378,2.0,3.0380221642781997,0.423701961266863,2.738419634264361,2.88822089927128,3.0380221642781997,3.1878234292851193,3.3376246942920385,2.0,3.0782140569458645,0.0391541524073372,3.0505278902670248,3.0643709736064446,3.0782140569458645,3.0920571402852843,3.105900223624704
50000,corr_all_0.9,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,88.601351697843,24.400356234665935,71.34769434094326,79.97452301939313,88.601351697843,97.22818037629287,105.85500905474274,2.0,1.9390456783676333,0.12114964465139887,1.8533799430962887,1.8962128107319611,1.9390456783676333,1.9818785460033057,2.024711413638978,2.0,1.5680032760720533,0.29737536049932856,1.357727142105184,1.4628652090886187,1.5680032760720533,1.673141343055488,1.7782794100389228,2.0,1.6644655047909427,0.25308410607782794,1.485508017172775,1.5749867609818589,1.6644655047909427,1.7539442486000265,1.8434229924091103
50000,corr_all_0.9,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,1024.6485538381203,259.15369415829406,841.3992193292461,933.0238865836832,1024.6485538381203,1116.2732210925576,1207.8978883469947,2.0,3.003516163382034,0.11103564657964679,2.925002104732133,2.9642591340570834,3.003516163382034,3.0427731927069845,3.082030222031935,2.0,1.6550848583738516,0.04210116753799487,1.6253148373118644,1.640199847842858,1.6550848583738516,1.669969868904845,1.6848548794358387,2.0,1.7006965738026496,0.06488337416660217,1.6548170999431813,1.6777568368729154,1.7006965738026496,1.723636310732384,1.7465760476621182
50000,corr_sw_compute_0.7,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,584859.0929503406,704078.5969414444,87000.34256473524,335929.7177575379,584859.0929503406,833788.4681431432,1082717.8433359459,2.0,5.487018128365329,0.7742779170999877,4.939520962660932,5.21326954551313,5.487018128365329,5.760766711217528,6.034515294069726,2.0,2.4091752236857076,0.3965788044328691,2.128751661796372,2.2689634427410397,2.4091752236857076,2.5493870046303755,2.689598785575043,2.0,27.455119620943137,2.789044305077006,25.482967479793462,26.469043550368298,27.455119620943137,28.441195691517972,29.427271762092808
50000,corr_sw_compute_0.7,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,23242446042.52531,27609420115.619663,3719637854.142374,13481041948.333843,23242446042.52531,33003850136.71678,42765254230.90825,2.0,10.100795858486268,0.7499506634497017,9.570500658805635,9.835648258645952,10.100795858486268,10.365943458326587,10.631091058166904,2.0,2.377515408531968,0.24152128644672563,2.2067340690845896,2.292124738808279,2.377515408531968,2.462906078255657,2.548296747979346,2.0,43.36684075982609,2.7562960334103765,41.41784514364403,42.39234295173506,43.36684075982609,44.34133856791712,45.31583637600815
50000,current_lognormal,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,1.6857023697506686e+22,2.383928712908064e+22,1.021098805856451e+17,8.428562903693637e+21,1.6857023697506686e+22,2.528548449131974e+22,3.371394528513279e+22,2.0,19.768438672977304,3.9023397570144556,17.009067768298518,18.38875322063791,19.768438672977304,21.1481241253167,22.52780957765609,2.0,4.782829276927214,1.7820994777331474,3.522694651473101,4.152761964200158,4.782829276927214,5.41289658965427,6.042963902381327,2.0,5.631604109081312,0.42939082369734843,5.32797894586564,5.479791527473476,5.631604109081312,5.783416690689148,5.935229272296985
50000,current_lognormal,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,2.086574613145916e+36,2.950861007033778e+36,7.847333671112209e+29,1.0432876989396414e+36,2.086574613145916e+36,3.12986152735219e+36,4.1731484415584645e+36,2.0,33.257592976229795,4.755817574321778,29.89472211934071,31.576157547785254,33.257592976229795,34.93902840467434,36.62046383311888,2.0,9.18456146081096,3.638589343010947,6.611690262414814,7.898125861612886,9.18456146081096,10.470997060009031,11.757432659207105,2.0,7.98422578615793,2.1077572865230696,6.493816315762111,7.239021050960021,7.98422578615793,8.729430521355841,9.47463525655375
50000,power_law_sw,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,8.098064140149646e+16,1.1449147568626187e+17,22942555685962.7,4.050179197859122e+16,8.098064140149646e+16,1.2145949082440173e+17,1.6193834024730698e+17,2.0,15.284995739123506,2.721447447302234,13.360641794493278,14.322818766808393,15.284995739123506,16.247172711438623,17.209349683753736,2.0,5.982347485479963,1.0597498971903139,5.232991146814945,5.6076693161474545,5.982347485479963,6.357025654812471,6.73170382414498,2.0,5.991034724313222,0.22856431514621744,5.829415347136073,5.910225035724648,5.991034724313222,6.071844412901797,6.152654101490372
50000,power_law_sw,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,1.4788108956950266e+38,2.0913544217533553e+38,2.208758014498248e+29,7.394054489518922e+37,1.4788108956950266e+38,2.2182163424381607e+38,2.957621789181295e+38,2.0,33.90754538771971,6.453618280541847,29.3441481383591,31.6258467630394,33.90754538771971,36.18924401240001,38.47094263708031,2.0,9.625668218826569,1.5844991084748508,8.505258154439963,9.065463186633266,9.625668218826569,10.18587325101987,10.746078283213174,2.0,8.704195923718054,2.6167194747632228,6.853895838650079,7.779045881184066,8.704195923718054,9.629345966252043,10.55449600878603
50000,zero_runtime,Optimal from 10% of ideas (worse taste),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,1.1589980796812752e+23,1.639047187817107e+23,1.6698491058101814e+18,5.795073890861667e+22,1.1589980796812752e+23,1.738488770276384e+23,2.3179794608714924e+23,2.0,20.793893405900434,3.636248790087324,18.222677228348306,19.50828531712437,20.793893405900434,22.079501494676496,23.365109583452558,2.0,98.21718891880374,0.0,98.21718891880374,98.21718891880374,98.21718891880374,98.21718891880374,98.21718891880374,2.0,4.199677465995921,0.5857138239323839,3.785515249258629,3.992596357627275,4.199677465995921,4.406758574364567,4.6138396827332135
50000,zero_runtime,Optimal from all ideas (100% visibility),2.0,0.5,0.7071067811865476,0.0,0.25,0.5,0.75,1.0,2.0,6.094944503418997e+41,6.860646962969716e+40,5.609823504334719e+41,5.852384003876858e+41,6.094944503418997e+41,6.3375050029611366e+41,6.580065502503275e+41,2.0,41.78358970732326,0.04898907845351249,41.7489491977447,41.766269452533976,41.78358970732326,41.80090996211254,41.81823021690182,2.0,98.21718891880374,0.0,98.21718891880374,98.21718891880374,98.21718891880374,98.21718891880374,98.21718891880374,2.0,5.7830611598442125,0.3675579833939498,5.523158417307099,5.653109788575656,5.7830611598442125,5.91301253111277,6.042963902381327
