n_experiments,setting,trial,scenario,baseline_improvement_10_percent_taste,baseline_log10_improvement_10_percent,min_time_budget_100_percent_taste,taste_speedup,log10_taste_speedup
5000,power_law_sw,7,default,14816331.872750314,7.1707406972596965,0.2996142741004364,3.3376246942920385,0.5234375
5000,power_law_sw,7,instant_time,7.217850091930682e+17,17.858407857922522,0.11970850304957299,8.353625469578262,0.921875
5000,power_law_sw,7,infinite_compute,1.8451861006898052e+16,16.266040174520416,0.1778279410038923,5.62341325190349,0.75
5000,power_law_sw,8,default,24612.36592304575,4.39115336331418,0.1810558243027122,5.523158417307099,0.7421875
5000,power_law_sw,8,instant_time,5.777666153947442e+17,17.76175244375823,0.15963385442879424,6.264335366568855,0.796875
5000,power_law_sw,8,infinite_compute,1.0272131095052594e+16,16.011660553315767,0.17465760476621184,5.725487884358378,0.7578124999999999
5000,power_law_sw,9,default,314925.8500739615,5.49820831031489,0.16848548794358392,5.935229272296985,0.7734374999999999
5000,power_law_sw,9,instant_time,7.743808383645179e+21,21.888954598050965,0.24144182212566395,4.141784514364405,0.6171875
5000,power_law_sw,9,infinite_compute,4.778882534021694e+16,16.6793263555986,0.17154378963428793,5.829415347136073,0.7656249999999999
5000,corr_sw_compute_0.7,0,default,271.77587792971946,2.434210907337921,0.3651741272548378,2.738419634264361,0.43749999999999994
5000,corr_sw_compute_0.7,0,instant_time,101467.99012907747,5.006329057984723,0.3854228868623107,2.594552721404015,0.41406249999999994
5000,corr_sw_compute_0.7,0,infinite_compute,1.808179770400237e+17,17.257241606123667,0.11970850304957299,8.353625469578262,0.921875
5000,corr_sw_compute_0.7,1,default,818.9052457646296,2.9132336531374157,0.5232991146814947,1.9109529749704404,0.28124999999999994
5000,corr_sw_compute_0.7,1,instant_time,50970.426504278556,4.707318267641675,0.3651741272548378,2.738419634264361,0.43749999999999994
5000,corr_sw_compute_0.7,1,infinite_compute,3.4452662647905464e+19,19.537222791660387,0.220673406908459,4.531583637600818,0.65625
5000,corr_sw_compute_0.7,2,default,393.8215618268125,2.595299490182125,0.358663762448477,2.7881266654131327,0.4453124999999999
5000,corr_sw_compute_0.7,2,instant_time,3180.4801726296814,3.5024926924941076,0.2788126665413133,3.586637624484769,0.5546875
