year,y,horizon_minutes
2021.0,1.0,0.13374178366241177
2021.054,1.013862542426747,0.13503879895502666
2021.108,1.031023122474594,0.13666182361915447
2021.162,1.0499065564526724,0.1384703455504983
2021.215,1.0697633744559163,0.14039791267795326
2021.269,1.0911796939698595,0.14250695306987182
2021.323,1.1137037197943964,0.14475926931320313
2021.377,1.137285216629127,0.14715548189248
2021.431,1.161896332874811,0.14969862876372564
2021.485,1.187523453613604,0.1523934835557521
2021.538,1.213660173708125,0.15519190092294066
2021.592,1.2412958598324724,0.15820672258776858
2021.646,1.269955187980584,0.1613950911697724
2021.7,1.2996508705352947,0.16476655435065696
2021.754,1.330399116220395,0.1683317541511906
2021.808,1.3622190947625572,0.1721024631271748
2021.862,1.3951325553715288,0.17609164327698854
2021.915,1.4285230376837148,0.18023313547474606
2021.969,1.463676296046539,0.18469856446843194
2022.023,1.5000008220721712,0.1894290339554922
2022.077,1.5375265474207052,0.19444320083424008
2022.131,1.5762851811709864,0.1997614855049873
2022.185,1.6163101577961392,0.20540624606026436
2022.238,1.6568592533554893,0.21128759710350117
2022.292,1.6994988412239083,0.21765389345781938
2022.346,1.7435144374205074,0.22442690705897464
2022.4,1.7889461479845636,0.23163894710801827
2022.454,1.8358357608847058,0.23932554090687252
2022.508,1.8842267649238231,0.24752580081581022
2022.562,1.934164374881813,0.256282840362812
2022.615,1.9847265088977748,0.2654650874127447
2022.669,2.0378691693297473,0.2754707815699856
2022.723,2.092703812767539,0.2861905271595648
2022.777,2.1492828764925322,0.2976887401485842
2022.831,2.207660721512265,0.31003693737145344
2022.885,2.2678936843004034,0.32331464616105904
2022.938,2.3288715229356733,0.3373358816033575
2022.992,2.3929547956326847,0.35272695755203537
2023.046,2.4590734387668323,0.36934325947290586
2023.1,2.5272922356748926,0.3873082088368303
2023.154,2.59767825388766,0.4067602480572454
2023.208,2.670300916987099,0.4278549625052158
2023.262,2.745232079760893,0.45076754316805284
2023.315,2.82109225258481,0.47521440412973875
2023.369,2.900819832138043,0.5023378436396584
2023.423,2.9830853651160667,0.5319484765366634
2023.477,3.067971197852606,0.5643330839345427
2023.531,3.155562532838601,0.5998179866344359
2023.585,3.2459475246414193,0.6387753425338758
2023.638,3.3374633815178196,0.6807987173232953
2023.692,3.4336564133487797,0.7279532631183095
2023.746,3.5329244559889497,0.7800420602699416
2023.8,3.6353684444917547,0.8377082992967082
2023.854,3.7410928017724703,0.9016945867177458
2023.908,3.850205558618218,0.9728606056351112
2023.962,3.9628184781785376,1.0522043102665986
2024.015,4.07686123030882,1.1391524725977122
2024.069,4.196755058610988,1.2383196362246693
2024.123,4.320505718183667,1.349739032903363
2024.177,4.448241160698115,1.475270599693381
2024.231,4.580093762317728,1.6171057645249185
2024.285,4.716200478262994,1.7778349106973594
2024.338,4.854060283930952,1.956926418055416
2024.392,4.999019736230775,2.164732312756449
2024.446,5.148670418516637,2.402438816675051
2024.5,5.303169165045428,2.6752620284093083
2024.554,5.462678247399168,2.989477103744603
2024.608,5.627365566005117,3.3526623757985097
2024.662,5.7974048486281795,3.774006302269037
2024.715,5.969673163216685,4.254900296336984
2024.769,6.150854289769465,4.826930191371426
2024.823,6.337941998008468,5.498428126222735
2024.877,6.531135332267417,6.290022139927208
2024.931,6.730640265939485,7.2272680202151856
2024.985,6.93666994727339,8.341976446039892
2025.038,7.145442017933436,9.647014743198726
2025.092,7.365059359230427,11.240770566073198
2025.146,7.591882087401817,13.163695688342669
2025.2,7.826154536636965,15.495731043880577
2025.254,8.068129580386303,18.338983071691604
2025.308,8.318068935816857,21.824610703702085
2025.362,8.576243479353383,26.122079080284124
2025.415,8.837915754236846,31.34198817183084
2025.469,9.113245820585682,37.96425592840487
2025.523,9.397676333613324,46.27802738439701
2025.577,9.691518000343931,56.78326049779266
2025.631,9.995092439068815,70.14691866392378
2025.685,10.30873257039656,87.26504509434578
2025.738,10.626685359004208,108.88699293682464
2025.792,10.961300181040126,137.45153572014158
2025.846,11.307044443493544,174.85911182802172
2025.9,11.664300235589208,224.23714074434378
2025.954,12.033463120707193,289.952618607302
2026.008,12.414942621282462,378.1556166584742
2026.062,12.809162721474369,497.58387987757226
2026.115,13.208895473064112,657.2473524784481
2026.169,13.629672488172481,880.9561622286715
2026.223,14.064545269501895,1192.45424258361
2026.277,14.514000740365816,1630.5658659737896
2026.331,14.97854307870442,2253.1837520529903
2026.385,15.458694340886392,3147.5625095199443
2026.438,15.945654260093825,4417.848017472222
2026.492,16.458349673697054,6312.894343569371
2026.546,16.98832311860832,9129.992645700208
2026.6,17.536174486655916,13369.583387802206
2026.654,18.102525015042723,19831.643048970924
2026.708,18.68801806091345,29811.746520959463
2026.762,19.293319904548675,45436.56577205706
2026.815,19.90734114043074,69672.2697034641
2026.869,20.553955819294686,109287.20497847306
2026.923,21.22251021505582,174065.3534765785
2026.977,21.913770444533675,281657.06704617
2027.031,22.62853001350425,463270.0141756661
2027.085,23.367610814841317,774999.5621510826
2027.138,24.0,1203676.0529617057
