year,intended_doubling_time_months,mistaken_doubling_time_months
2021.0,11.25,32.755442134624076
2021.0062062062061,11.238828828828993,32.67147360582412
2021.0124124124125,11.227657657657574,32.587679531575404
2021.0186186186186,11.216486486486566,32.50405963428072
2021.024824824825,11.205315315315147,32.420613636637256
2021.031031031031,11.19414414414414,32.33734126166079
2021.0372372372372,11.182972972973129,32.254242232664176
2021.0434434434435,11.171801801801713,32.1713162732663
2021.0496496496496,11.160630630630703,32.08856310740101
2021.055855855856,11.149459459459287,32.005982459295645
2021.062062062062,11.138288288288276,31.923574053495173
2021.0682682682682,11.127117117117269,31.84133761484066
2021.0744744744745,11.11594594594585,31.759272868478362
2021.0806806806806,11.104774774774842,31.677379539868426
2021.086886886887,11.093603603603423,31.595657354763674
2021.093093093093,11.082432432432416,31.514106039233397
2021.0992992992992,11.071261261261405,31.432725319642316
2021.1055055055056,11.06009009008999,31.35151492265925
2021.1117117117117,11.048918918918979,31.2704745752659
2021.117917917918,11.037747747747563,31.189604004735834
2021.1241241241241,11.026576576576552,31.108902938658083
2021.1303303303303,11.015405405405545,31.02837110491613
2021.1365365365366,11.004234234234126,30.94800823169671
2021.1427427427427,10.993063063063119,30.867814047498356
2021.148948948949,10.9818918918917,30.787788281110664
2021.1551551551552,10.970720720720692,30.707930661637644
2021.1613613613613,10.959549549549685,30.62824091847689
2021.1675675675676,10.948378378378266,30.548718781328258
2021.1737737737737,10.937207207207258,30.469363980202452
2021.17997997998,10.926036036035839,30.390176245400394
2021.1861861861862,10.914864864864832,30.31115530753626
2021.1923923923923,10.903693693693821,30.232300897517096
2021.1985985985987,10.892522522522405,30.153612746551204
2021.2048048048048,10.881351351351395,30.075090586156694
2021.2110110110111,10.870180180179979,29.99673414814108
2021.2172172172172,10.859009009008968,29.918543164624083
2021.2234234234234,10.847837837837961,29.840517368017387
2021.2296296296297,10.836666666666542,29.762656491033084
2021.2358358358358,10.825495495495534,29.68496026669193
2021.242042042042,10.814324324324524,29.607428428306186
2021.2482482482483,10.803153153153108,29.530060709487877
2021.2544544544544,10.791981981982097,29.452856844157186
2021.2606606606607,10.780810810810681,29.37581656652234
2021.2668668668668,10.76963963963967,29.298939611102156
2021.273073073073,10.758468468468664,29.222225712705978
2021.2792792792793,10.747297297297244,29.14567460644209
2021.2854854854854,10.736126126126237,29.069286027725784
2021.2916916916918,10.724954954954818,28.993059712259665
2021.2978978978979,10.71378378378381,28.91699539605584
2021.304104104104,10.702612612612803,28.841092815416104
2021.3103103103103,10.691441441441384,28.765351706940184
2021.3165165165165,10.680270270270377,28.689771807533887
2021.3227227227228,10.669099099098958,28.614352854389445
2021.328928928929,10.65792792792795,28.539094585007565
2021.335135135135,10.64675675675694,28.46399673717774
2021.3413413413414,10.635585585585524,28.389059048986518
2021.3475475475475,10.624414414414513,28.314281258825474
2021.3537537537538,10.613243243243097,28.23966310537179
2021.35995995996,10.602072072072087,28.165204327610017
2021.366166166166,10.59090090090108,28.090904664812697
2021.3723723723724,10.57972972972966,28.016763856548515
2021.3785785785785,10.568558558558653,27.942781642690072
2021.3847847847849,10.557387387387234,27.86895776339479
2021.390990990991,10.546216216216227,27.79529195912643
2021.397197197197,10.535045045045216,27.721783970635883
2021.4034034034034,10.5238738738738,27.6484335389692
2021.4096096096096,10.51270270270279,27.57524040547537
2021.415815815816,10.501531531531374,27.50220431178736
2021.422022022022,10.490360360360363,27.429324999843438
2021.4282282282281,10.479189189189356,27.35660221186815
2021.4344344344345,10.468018018017936,27.284035690380207
2021.4406406406406,10.456846846846929,27.211625178200308
2021.446846846847,10.44567567567551,27.139370418432314
2021.453053053053,10.434504504504503,27.06727115448423
2021.4592592592592,10.423333333333495,26.99532713004958
2021.4654654654655,10.412162162162076,26.92353808911512
2021.4716716716716,10.400990990991069,26.851903775968527
2021.477877877878,10.38981981981965,26.780423935179805
2021.484084084084,10.378648648648642,26.70909831162212
2021.4902902902902,10.367477477477632,26.637926650453227
2021.4964964964965,10.356306306306216,26.566908697123246
2021.5027027027027,10.345135135135205,26.496044197382126
2021.508908908909,10.33396396396379,26.42533289726137
2021.5151151151151,10.322792792792779,26.354774543094585
2021.5213213213212,10.311621621621772,26.284368881499127
2021.5275275275276,10.300450450450352,26.2141156593837
2021.5337337337337,10.289279279279345,26.14401462395594
2021.53993993994,10.278108108107926,26.074065522704135
2021.5461461461462,10.266936936936919,26.004268103417637
2021.5523523523523,10.255765765765908,25.934622114168704
2021.5585585585586,10.244594594594492,25.865127303320023
2021.5647647647647,10.233423423423481,25.795783419532157
2021.570970970971,10.222252252252066,25.726590211745535
2021.5771771771772,10.211081081081055,25.657547429200555
2021.5833833833833,10.199909909910048,25.588654821419734
2021.5895895895897,10.188738738738628,25.519912138215034
2021.5957957957958,10.177567567567621,25.451319129695293
2021.602002002002,10.166396396396202,25.38287554624836
2021.6082082082082,10.155225225225195,25.31458113856108
2021.6144144144143,10.144054054054187,25.24643565760149
2021.6206206206207,10.132882882882768,25.17843885462618
2021.6268268268268,10.121711711711761,25.110590481187575
2021.6330330330331,10.110540540540342,25.04289028911631
2021.6392392392393,10.099369369369334,24.975338030540982
2021.6454454454454,10.088198198198324,24.907933457870442
2021.6516516516517,10.077027027026908,24.84067632380126
2021.6578578578578,10.065855855855897,24.773566381324805
2021.6640640640642,10.054684684684482,24.706603383709826
2021.6702702702703,10.04351351351347,24.63978708452192
2021.6764764764764,10.032342342342464,24.573117237606212
2021.6826826826828,10.021171171171044,24.506593597094536
2021.6888888888889,10.010000000000037,24.44021591741251
2021.6950950950952,9.998828828828618,24.373983953262304
2021.7013013013013,9.98765765765761,24.307897459641943
2021.7075075075074,9.9764864864866,24.241956191828095
2021.7137137137138,9.965315315315184,24.17615990538321
2021.71991991992,9.954144144144173,24.110508356162473
2021.726126126126,9.942972972973166,24.04500130029927
2021.7323323323324,9.931801801801747,23.979638494212136
2021.7385385385385,9.92063063063074,23.91441969461185
2021.7447447447448,9.90945945945932,23.849344658484355
2021.750950950951,9.898288288288313,23.784413143109845
2021.757157157157,9.887117117117306,23.719624906045745
2021.7633633633634,9.875945945945887,23.65497970513379
2021.7695695695695,9.86477477477488,23.59047729850685
2021.7757757757759,9.85360360360346,23.526117444572236
2021.781981981982,9.842432432432453,23.4618999020304
2021.788188188188,9.831261261261442,23.39782442985822
2021.7943943943944,9.820090090090027,23.3338907873159
2021.8006006006005,9.808918918919016,23.270098733953823
2021.806806806807,9.7977477477476,23.206448029595975
2021.813013013013,9.78657657657659,23.142938434358413
2021.8192192192191,9.775405405405582,23.07956970863279
2021.8254254254255,9.764234234234163,23.016341613093182
2021.8316316316316,9.753063063063156,22.953253908702813
2021.837837837838,9.741891891891736,22.890306356697643
2021.844044044044,9.73072072072073,22.82749871860475
2021.8502502502502,9.719549549549718,22.764830756225905
2021.8564564564565,9.708378378378303,22.702302231644378
2021.8626626626626,9.697207207207292,22.63991290723156
2021.868868868869,9.686036036035876,22.577662545630822
2021.875075075075,9.674864864864865,22.51555090977555
2021.8812812812812,9.663693693693858,22.453577762872982
2021.8874874874875,9.652522522522439,22.39174286841096
2021.8936936936936,9.641351351351432,22.33004599016443
2021.8998998999,9.630180180180012,22.26848689217945
2021.906106106106,9.619009009009005,22.207065338791118
2021.9123123123122,9.607837837837998,22.145781094607507
2021.9185185185186,9.596666666666579,22.084633924516346
2021.9247247247247,9.585495495495572,22.02362359369151
2021.930930930931,9.574324324324152,21.962749867577138
2021.9371371371371,9.563153153153145,21.902012511905344
2021.9433433433433,9.551981981982134,21.841411292680426
2021.9495495495496,9.540810810810719,21.78094597618539
2021.9557557557557,9.529639639639708,21.72061632898834
2021.961961961962,9.518468468468292,21.66042211792687
2021.9681681681682,9.507297297297281,21.60036311012551
2021.9743743743743,9.496126126126272,21.54043907298012
2021.9805805805806,9.484954954954855,21.48064977416432
2021.9867867867868,9.473783783783846,21.42099498163586
2021.992992992993,9.462612612612428,21.361474463621136
2021.9991991991992,9.45144144144142,21.302087988632447
2022.0054054054053,9.44027027027041,21.24283532545258
2022.0116116116117,9.429099099098993,21.183716243141156
2022.0178178178178,9.417927927927984,21.12473051104091
2022.0240240240241,9.406756756756566,21.06587789876243
2022.0302302302302,9.395585585585557,21.007158176201138
2022.0364364364364,9.38441441441455,20.94857111352213
2022.0426426426427,9.373243243243131,20.890116481166377
2022.0488488488488,9.362072072072124,20.831794049857024
2022.0550550550552,9.350900900900704,20.77360359058414
2022.0612612612613,9.339729729729697,20.715544874621717
2022.0674674674674,9.32855855855869,20.657617673512487
2022.0736736736737,9.31738738738727,20.599821759074167
2022.0798798798799,9.306216216216264,20.542156903405658
2022.0860860860862,9.295045045044844,20.484622878871928
2022.0922922922923,9.283873873873837,20.427219458120863
2022.0984984984984,9.272702702702826,20.369946414068245
2022.1047047047048,9.26153153153141,20.31280351990393
2022.110910910911,9.2503603603604,20.255790549097874
2022.1171171171172,9.239189189188984,20.19890727538541
2022.1233233233233,9.228018018017973,20.142153472783658
2022.1295295295295,9.216846846846964,20.08552891557682
2022.1357357357358,9.205675675675547,20.02903337832224
2022.141941941942,9.194504504504538,19.97266663585641
2022.1481481481483,9.18333333333312,19.916428463280308
2022.1543543543544,9.172162162162111,19.860318635975716
2022.1605605605605,9.160990990991102,19.80433692959064
2022.1667667667668,9.149819819819685,19.7484831200453
2022.172972972973,9.138648648648676,19.692756983538082
2022.1791791791793,9.127477477477258,19.63715829653099
2022.1853853853854,9.11630630630625,19.581686835765883
2022.1915915915915,9.105135135135242,19.526342378249947
2022.1977977977979,9.093963963963823,19.471124701261665
2022.204004004004,9.082792792792816,19.416033582356672
2022.21021021021,9.071621621621807,19.361068799355465
2022.2164164164165,9.06045045045039,19.306230130349267
2022.2226226226226,9.04927927927938,19.251517353705896
2022.228828828829,9.038108108107963,19.19693024805545
2022.235035035035,9.026936936936954,19.14246859230626
2022.2412412412411,9.015765765765945,19.088132165630608
2022.2474474474475,9.004594594594527,19.033920747470646
2022.2536536536536,8.993423423423518,18.979834117544026
2022.25985985986,8.9822522522521,18.925872055829974
2022.266066066066,8.971081081081092,18.87203434258485
2022.2722722722722,8.959909909910083,18.818320758328163
2022.2784784784785,8.948738738738665,18.764731083848304
2022.2846846846846,8.937567567567656,18.711265100208276
2022.290890890891,8.926396396396239,18.657922588731743
2022.297097097097,8.91522522522523,18.604703331018516
2022.3033033033032,8.904054054054221,18.551607108930707
2022.3095095095096,8.892882882882803,18.498633704598394
2022.3157157157157,8.881711711711795,18.445782900425293
2022.321921921922,8.870540540540377,18.39305447907489
2022.3281281281281,8.859369369369368,18.340448223485872
2022.3343343343342,8.84819819819836,18.287963916858367
