year,y,horizon_minutes
2021.0,1.45,0.1829482996365895
2021.054,1.4765219577242594,0.1863577735939946
2021.108,1.5036453472052487,0.18991029008164778
2021.162,1.5313864674774649,0.19361377692611914
2021.215,1.5592307868478583,0.19740366888348926
2021.269,1.5882461091288969,0.2014318983300461
2021.323,1.617930884291186,0.20563814892026935
2021.377,1.648303572690523,0.21003280014944897
2021.431,1.6793832275918636,0.21462698074899206
2021.485,1.7111895169287146,0.2194326328516276
2021.538,1.7431329955409176,0.22436731569619475
2021.592,1.7764397153729292,0.2296308099456324
2021.646,1.8105355854583995,0.23514693878841245
2021.7,1.8454429552201281,0.24093165549342968
2021.754,1.8811849113942847,0.24700215616342777
2021.808,1.9177853058299896,0.25337699429058586
2021.862,1.9552687844669212,0.2600762074656476
2021.915,1.992941440538642,0.2669877075512248
2021.969,2.0322507969990773,0.27439537016538396
2022.023,2.072521736451584,0.28219741742244703
2022.077,2.113782379193599,0.29042134714244644
2022.131,2.156061803590824,0.2990970113277642
2022.185,2.199390083387219,0.30825685379651424
2022.238,2.2429659457980122,0.3177519820367477
2022.292,2.288465441164803,0.3279785348716508
2022.346,2.335109756463661,0.3388041494335597
2022.4,2.3829333320697477,0.3502745461174891
2022.454,2.4319718156175187,0.3624397105854521
2022.508,2.482262110378282,0.37535436140760975
2022.562,2.5338424258193086,0.3890784764408408
2022.615,2.5857601905981302,0.40339914864673176
2022.669,2.640014905117207,0.4189279575395133
2022.723,2.6956818466690162,0.4354825026480509
2022.777,2.752804973812338,0.453150397915424
2022.831,2.8114298397236928,0.47202835158782214
2022.885,2.8716036583368503,0.49222327118266856
2022.938,2.932216629786801,0.5134391509053796
2022.992,2.9956059852652497,0.5366057026699653
2023.046,3.060695616415808,0.561481793549635
2023.1,3.127540068847747,0.58822930684831
2023.154,3.196195927752591,0.6170286528856042
2023.208,3.266721905112341,0.6480812418203875
2023.262,3.3391789311123445,0.6816123325572623
2023.315,3.412233007809413,0.71717633607729
2023.369,3.488705519418152,0.7563939650275825
2023.423,3.567304875297062,0.7989382762858036
2023.477,3.6481018350293306,0.8451676496742133
2023.531,3.7311699026663416,0.8954868048237995
2023.585,3.816585448476141,0.95035375717902
2023.638,3.90277858099379,1.0091285913053027
2023.692,3.99308306616358,1.074609877123398
2023.746,4.085981029659339,1.1464082554661943
2023.8,4.181561586353712,1.2252899916569195
2023.854,4.279917421521329,1.312132208596685
2023.908,4.381144954475721,1.4079414279348506
2023.962,4.485344510666638,1.5138756233723376
2024.015,4.5906053065708665,1.6289834748148209
2024.069,4.701006426615291,1.75912775706268
2024.123,4.814703703582682,1.9040340238384503
2024.177,4.9318149063574115,2.0657808970876674
2024.231,5.052462711181366,2.2467933544860745
2024.285,5.176774935623511,2.449909107649863
2024.338,5.302477043907159,2.673973240382496
2024.392,5.434449176964133,2.9312977578104076
2024.446,5.57049982673663,3.2225227239315095
2024.5,5.710779861259335,3.5531278202550687
2024.554,5.8554466584631975,3.929633505329853
2024.608,6.0046644276476036,4.359827330667195
2024.662,6.158604548855093,4.853045618159463
2024.715,6.314458773620712,5.409264314410855
2024.769,6.478292263438619,6.062819376719917
2024.823,6.6474052645664665,6.820360983399957
2024.877,6.822001466651147,7.701901930299216
2024.931,7.002293728652678,8.731942331527549
2024.985,7.188504551343847,9.940615131664117
2025.038,7.377246973032284,11.336555293552573
2025.092,7.575882821098898,13.017881738529994
2025.146,7.781162911539748,15.017874661060215
2025.2,7.993353389646258,17.408688023486118
2025.254,8.21273284261976,20.281368514009227
2025.308,8.43959296555876,23.75146013378463
2025.362,8.674239267653865,27.96646579047854
2025.415,8.912420746565383,33.01062525674251
2025.469,9.163455510736892,39.31481283880467
2025.523,9.423276925595996,47.110248164728354
2025.577,9.692253397200572,56.81234026736364
2025.631,9.970771364080317,68.96915704515264
2025.685,10.259236308170772,84.30914951195368
2025.738,10.552442889039373,103.40181742612683
2025.792,10.86189529597378,128.26072707380095
2025.846,11.182627579172046,160.35030407573666
2025.9,11.515132400139821,202.11819144061542
2025.954,11.859927547326407,256.95501733022206
2026.008,12.217557404350561,329.6017302043712
2026.062,12.588594515066161,426.7520920372638
2026.115,12.966379685493502,555.1395475819261
2026.169,13.365792895528681,733.1082287670242
2026.223,13.780504532166912,978.4972934648715
2026.277,14.211216952744826,1320.6542525539703
2026.331,14.658670182508546,1803.351408306038
2026.385,15.123644229908038,2492.6950908905706
2026.438,15.597839405561565,3467.736093304213
2026.492,16.100003675221423,4919.031558061543
2026.546,16.622276918746238,7076.089142384765
2026.6,17.165624664917072,10329.493679524061
2026.654,17.73106661629139,15312.466126183695
2026.708,18.319680134003114,23068.394230429054
2026.762,18.93260397584063,35345.97927507599
2026.815,19.55897996996309,54667.60440564266
2026.869,20.22369857901211,86838.6929723191
2026.923,20.916528117606664,140668.25114430743
2026.977,21.63889461900903,232599.96552449258
2027.031,22.39230868746893,393016.4203169543
2027.085,23.178371250936785,679333.9060216007
2027.138,23.98326423307591,1189732.762313143
