year_decimal,horizon_minutes
2020.2609289618076,0.011925764745196805
2020.2636612022447,0.011955391080805242
2020.2663934426819,0.011985017418594602
2020.269125683119,0.012014643758564895
2020.2718579235561,0.012044270100716114
2020.2745901639933,0.012073896445048263
2020.2773224044304,0.012103522791561338
2020.2800546448675,0.012133149140255343
2020.2827868853046,0.01216277549113028
2020.2855191257418,0.012192401844186148
2020.2882513661789,0.01222202819942295
2020.290983606616,0.012251654556840673
2020.2937158470531,0.012281280916439331
2020.2964480874903,0.012310907278218918
2020.2991803279274,0.012340533642179437
2020.3019125683645,0.012370160008320889
2020.3046448088016,0.012399786376643277
2020.3073770492388,0.012429412747146597
2020.310109289676,0.012459039119830848
2020.312841530113,0.01248866549469603
2020.3155737705501,0.012518291871742152
2020.3183060109873,0.012547918250969204
2020.3210382514244,0.012577544632377194
2020.3237704918615,0.012607171015966114
2020.3265027322986,0.012636797401735974
2020.3292349727358,0.012666423789686763
2020.331967213173,0.012696050179818492
2020.33469945361,0.012725676572131151
2020.3374316940472,0.01275530296662475
2020.3401639344843,0.012784929363299285
2020.3428961749214,0.012814555762154758
2020.3456284153585,0.012846410074754608
2020.3483606557957,0.012878698114216764
2020.3510928962328,0.012910986156055793
2020.35382513667,0.012943274200271696
2020.356557377107,0.012975562246864473
2020.3592896175442,0.013007850295834122
2020.3620218579813,0.013040138347180645
2020.3647540984184,0.01307242640090404
2020.3674863388555,0.013104714457004318
2020.3702185792927,0.013137002515481467
2020.3729508197298,0.01316929057633549
2020.375683060167,0.013201578639566393
2020.378415300604,0.01323386670517417
2020.3811475410412,0.013266154773158827
2020.3838797814783,0.013298442843520357
2020.3866120219154,0.013330730916258767
2020.3893442623526,0.013363018991374058
2020.3920765027897,0.013395307068866229
2020.3948087432268,0.013427595148735273
2020.397540983664,0.013459883230981198
2020.400273224101,0.013492171315604002
2020.4030054645382,0.013524459402603687
2020.4057377049753,0.013556747491980253
2020.4084699454124,0.013589035583733698
2020.4112021858496,0.013621323677864025
2020.4139344262867,0.01365361177437123
2020.4166666667238,0.013685899873255317
2020.419398907161,0.01371818797451629
2020.422131147598,0.013750476078154146
2020.4248633880352,0.01378276418416888
2020.4275956284723,0.013815052292560501
2020.4303278689094,0.013849901156916285
2020.4330601093466,0.013885124814492777
2020.4357923497837,0.01392034847466225
2020.4385245902208,0.013955572137424708
2020.441256830658,0.013990795802780148
2020.443989071095,0.014026019470728573
2020.4467213115322,0.014061243141269986
2020.4494535519693,0.014096466814404386
2020.4521857924065,0.014131690490131774
2020.4549180328436,0.01416691416845214
2020.4576502732807,0.014202137849365495
2020.4603825137178,0.014237361532871836
2020.463114754155,0.014272585218971163
2020.465846994592,0.014307808907663486
2020.4685792350292,0.014343032598948797
2020.4713114754663,0.014378256292827095
2020.4740437159035,0.01441347998929838
2020.4767759563406,0.01444870368836265
2020.4795081967777,0.014483927390019918
2020.4822404372148,0.01451915109427017
2020.484972677652,0.014554374801113419
2020.487704918089,0.014589598510549655
2020.4904371585262,0.014624822222578885
2020.4931693989633,0.014660045937201103
2020.4959016394005,0.014695269654416317
2020.4986338798376,0.014730493374224524
2020.5013661202747,0.014765717096625717
2020.5040983607119,0.014800940821619906
2020.506830601149,0.01483616454920709
2020.509562841586,0.01487138827938727
2020.5122950820232,0.014906612012160442
2020.5150273224604,0.014944777809636326
2020.5177595628975,0.014983242853551642
2020.5204918033346,0.01502170790029856
2020.5232240437717,0.015060172949877083
2020.5259562842089,0.01509863800228721
2020.528688524646,0.015137103057528948
2020.531420765083,0.015175568115602289
2020.5341530055202,0.015214033176507234
2020.5368852459574,0.015252498240243792
2020.5396174863945,0.01529096330681195
2020.5423497268316,0.015329428376211722
2020.5450819672687,0.0153678934484431
2020.5478142077059,0.015406358523506086
2020.550546448143,0.015444823601400676
2020.5532786885801,0.015483288682126879
2020.5560109290172,0.015521753765684694
2020.5587431694544,0.015560218852074119
2020.5614754098915,0.015598683941295148
2020.5642076503286,0.01563714903334779
2020.5669398907658,0.015675614128232044
2020.5696721312029,0.01571407922594791
2020.57240437164,0.015752544326495383
2020.5751366120771,0.015791009429874475
2020.5778688525143,0.015829474536085183
2020.5806010929514,0.0158679396451275
2020.5833333333885,0.015906404757001433
2020.5860655738256,0.015944869871706978
2020.5887978142628,0.015983334989244143
2020.5915300547,0.01602180010961292
2020.594262295137,0.016060265232813314
2020.5969945355741,0.01609873035884532
2020.5997267760113,0.01614057467311641
2020.6024590164484,0.016182622866609014
2020.6051912568855,0.016224671063197006
2020.6079234973226,0.016266719262880383
2020.6106557377598,0.01630876746565914
2020.613387978197,0.01635081567153329
2020.616120218634,0.016392863880502824
2020.6188524590711,0.016434912092567745
2020.6215846995083,0.016476960307728054
2020.6243169399454,0.016519008525983755
2020.6270491803825,0.01656105674733484
2020.6297814208197,0.016603104971781316
2020.6325136612568,0.016645153199323175
2020.635245901694,0.016687201429960427
2020.637978142131,0.016729249663693074
2020.6407103825682,0.01677129790052111
2020.6434426230053,0.016813346140444534
2020.6461748634424,0.016855394383463358
2020.6489071038795,0.016897442629577566
2020.6516393443167,0.016939490878787173
2020.6543715847538,0.016981539131092165
2020.657103825191,0.017023587386492556
2020.659836065628,0.017065635644988336
2020.6625683060652,0.017107683906579515
2020.6653005465023,0.01714973217126609
2020.6680327869394,0.01719178043904806
2020.6707650273765,0.01723382870992542
2020.6734972678137,0.017275876983898177
2020.6762295082508,0.01731792526096633
2020.678961748688,0.01735997354112988
2020.681693989125,0.017402021824388828
2020.6844262295622,0.017447950767622192
